geneSymbol,DSI,DPI,score,EI,NofPmids,diseaseClass,diseaseType,filtered_diseaseClass
ATM,0.374,0.885,0.31,1.0,1,C04,disease,C04
ATM,0.374,0.885,0.42,0.5,0,"C23,C10",phenotype,"C23,C10"
ATM,0.374,0.885,0.3,1.0,1,C23,phenotype,C23
ATM,0.374,0.885,0.6,0.938,1,C04,disease,C04
ATM,0.374,0.885,0.42,1.0,1,C20,group,C20
ATM,0.374,0.885,0.9,1.0,1,C04,disease,C04
ATM,0.374,0.885,0.9,0.955,1,"C04,C20,C15",group,"C04,C20,C15"
ATM,0.374,0.885,0.6,1.0,1,"C06,C04",disease,"C06,C04"
ATM,0.374,0.885,0.51,0.5,1,C04,disease,C04
ATM,0.374,0.885,0.5,1.0,1,C04,disease,C04
ATM,0.374,0.885,0.38,1.0,1,"C23,C14",disease,"C23,C14"
ATM,0.374,0.885,0.5,0.946,1,C04,group,C04
ATM,0.374,0.885,0.33,1.0,2,"C06,C04,C19",disease,"C06,C04,C19"
ATM,0.374,0.885,0.3,1.0,1,C13,disease,C13
ATM,0.374,0.885,0.32,1.0,4,"C04,C12",group,"C04,C12"
ATM,0.374,0.885,0.32,1.0,1,F03,disease,F03
ATM,0.374,0.885,0.52,1.0,1,"C06,C04",group,"C06,C04"
ATM,0.374,0.885,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATM,0.374,0.885,0.33,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATM,0.374,0.885,0.3,1.0,1,C11,disease,C11
ATM,0.374,0.885,0.3,1.0,1,C04,group,C04
ATM,0.374,0.885,0.3,,0,"C06,C04",disease,"C06,C04"
ATM,0.374,0.885,0.3,,0,"C04,C13,C12",disease,"C04,C13,C12"
ATM,0.374,0.885,0.3,,0,"C06,C04",disease,"C06,C04"
ATM,0.374,0.885,0.3,,0,"C04,C13,C12",disease,"C04,C13,C12"
ATM,0.374,0.885,0.3,1.0,1,C14,phenotype,C14
ATM,0.374,0.885,0.4,1.0,5,"C04,C17",disease,"C04,C17"
ATM,0.374,0.885,0.4,1.0,2,"C06,C04,C19",disease,"C06,C04,C19"
ATM,0.374,0.885,0.4,0.943,4,"C04,C12",disease,"C04,C12"
ATM,0.374,0.885,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATM,0.374,0.885,0.3,,0,"C06,C04",disease,"C06,C04"
ATM,0.374,0.885,0.3,,0,"C04,C13,C12",disease,"C04,C13,C12"
ATM,0.374,0.885,0.3,1.0,1,C11,disease,C11
ATM,0.374,0.885,0.3,,0,C10,disease,C10
ATM,0.374,0.885,0.5,0.934,0,"C04,C17",disease,"C04,C17"
ATM,0.374,0.885,0.4,1.0,0,"C06,C04",disease,"C06,C04"
ATM,0.374,0.885,0.39,1.0,0,"C04,C13,C12",disease,"C04,C13,C12"
ATM,0.374,0.885,0.3,,0,"C04,C17",disease,"C04,C17"
ATM,0.374,0.885,0.33,1.0,6,"C16,C06,C04,C18",disease,"C16,C06,C04,C18"
ATM,0.374,0.885,0.3,1.0,6,"C16,C04",disease,"C16,C04"
ATM,0.374,0.885,0.3,1.0,1,C14,disease,C14
ATM,0.374,0.885,0.5,0.974,0,"C04,C17",group,"C04,C17"
ATM,0.374,0.885,0.3,1.0,1,C11,phenotype,C11
ATM,0.374,0.885,0.3,1.0,1,C23,disease,C23
ATM,0.374,0.885,0.3,1.0,1,"C06,C04",disease,"C06,C04"
ATM,0.374,0.885,0.37,1.0,1,"C06,C04",disease,"C06,C04"
ATM,0.374,0.885,0.5,1.0,0,"C04,C20,C15",disease,"C04,C20,C15"
ATM,0.374,0.885,0.3,1.0,1,"C04,C12",disease,"C04,C12"
ATM,0.374,0.885,0.3,1.0,6,"C16,C06,C04,C18",disease,"C16,C06,C04,C18"
ATM,0.374,0.885,0.3,,0,"C04,C17",disease,"C04,C17"
ATM,0.374,0.885,0.3,1.0,1,"C04,C12",disease,"C04,C12"
RERE,0.526,0.846,0.3,1.0,1,"C17,C05,C20",disease,"C17,C05,C20"
RERE,0.526,0.846,0.3,1.0,1,"C17,C05,C20",disease,"C17,C05,C20"
RERE,0.526,0.846,0.3,1.0,1,"C17,C05,C20",disease,"C17,C05,C20"
RERE,0.526,0.846,0.3,1.0,1,"C17,C05,C20",disease,"C17,C05,C20"
RERE,0.526,0.846,0.3,1.0,1,"C17,C05,C20",disease,"C17,C05,C20"
ATOH1,0.633,0.5,0.4,1.0,1,C04,disease,C04
ATOH1,0.633,0.5,0.3,1.0,1,C04,disease,C04
ATOH1,0.633,0.5,0.39,1.0,1,C04,disease,C04
ATOH1,0.633,0.5,0.39,1.0,1,C04,disease,C04
ATOH1,0.633,0.5,0.3,1.0,1,C04,disease,C04
ATOH1,0.633,0.5,0.3,1.0,1,C04,disease,C04
ATOX1,0.656,0.5,0.3,1.0,1,C06,disease,C06
ATOX1,0.656,0.5,0.3,1.0,1,C14,group,C14
ATOX1,0.656,0.5,0.3,1.0,1,"C04,C08",group,"C04,C08"
ATOX1,0.656,0.5,0.3,1.0,1,C06,disease,C06
ATOX1,0.656,0.5,0.31,1.0,1,"C04,C08",disease,"C04,C08"
ATOX1,0.656,0.5,0.3,1.0,1,C06,disease,C06
ATOX1,0.656,0.5,0.3,1.0,1,C06,disease,C06
ATP1A1,0.601,0.808,0.34,1.0,2,C04,group,C04
ATP1A1,0.601,0.808,0.3,1.0,1,F03,disease,F03
ATP1A1,0.601,0.808,0.3,1.0,1,"C01,C22",disease,C01
ATP1A1,0.601,0.808,0.3,1.0,1,C19,disease,C19
ATP1A1,0.601,0.808,0.56,1.0,1,C14,group,C14
ATP1A1,0.601,0.808,0.3,1.0,1,"C23,C14",disease,"C23,C14"
ATP1A1,0.601,0.808,0.3,1.0,1,"C23,C14",phenotype,"C23,C14"
ATP1A1,0.601,0.808,0.31,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP1A1,0.601,0.808,0.42,1.0,1,C18,phenotype,C18
ATP1A1,0.601,0.808,0.3,1.0,1,C14,disease,C14
ATP1A1,0.601,0.808,0.3,1.0,2,C04,disease,C04
ATP1A1,0.601,0.808,0.3,1.0,2,C04,disease,C04
ATP1A1,0.601,0.808,0.3,1.0,2,C04,disease,C04
ATP1A1,0.601,0.808,0.3,1.0,2,C04,disease,C04
ATP1A1,0.601,0.808,0.3,1.0,2,C04,disease,C04
ATP1A1,0.601,0.808,0.3,1.0,2,C04,disease,C04
ATP1A1,0.601,0.808,0.31,1.0,0,"C04,C19",disease,"C04,C19"
ATP1A1,0.601,0.808,0.32,1.0,1,C19,disease,C19
ATP1A1,0.601,0.808,0.3,1.0,1,"C23,C10,F03,F01",group,"C23,C10,F03,F01"
ATP1A2,0.597,0.615,0.4,1.0,1,"C16,C05",disease,"C16,C05"
ATP1A2,0.597,0.615,0.31,1.0,1,F03,disease,F03
ATP1A2,0.597,0.615,0.4,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP1A2,0.597,0.615,0.4,1.0,2,"C23,C10",phenotype,"C23,C10"
ATP1A2,0.597,0.615,0.41,1.0,1,"C23,C16,C13,C20,C15",disease,"C23,C16,C13,C20,C15"
ATP1A2,0.597,0.615,0.5,1.0,2,C14,group,C14
ATP1A2,0.597,0.615,0.3,1.0,1,"C16,C05,C10",disease,"C16,C05,C10"
ATP1A2,0.597,0.615,0.31,1.0,1,C10,group,C10
ATP1A2,0.597,0.615,0.4,0.958,2,C10,group,C10
ATP1A2,0.597,0.615,0.32,1.0,1,"C16,C10",disease,"C16,C10"
ATP1A2,0.597,0.615,0.31,1.0,1,"C16,C18,C05,C10",disease,"C16,C18,C05,C10"
ATP1A2,0.597,0.615,0.3,1.0,1,"C10,C14",group,"C10,C14"
ATP1A3,0.544,0.615,0.52,0.5,2,F03,disease,F03
ATP1A3,0.544,0.615,0.3,1.0,1,F01,disease,F01
ATP1A3,0.544,0.615,0.4,1.0,1,F03,disease,F03
ATP1A3,0.544,0.615,0.5,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP1A3,0.544,0.615,0.3,1.0,1,C14,disease,C14
ATP1A3,0.544,0.615,0.3,1.0,1,C14,disease,C14
ATP1A3,0.544,0.615,0.3,1.0,1,C14,disease,C14
ATP1A3,0.544,0.615,0.3,1.0,1,C05,disease,C05
ATP1A3,0.544,0.615,0.3,1.0,1,C05,disease,C05
ATP1A3,0.544,0.615,0.3,1.0,1,"C23,C10,F01",disease,"C23,C10,F01"
ATP1A3,0.544,0.615,0.3,1.0,1,C14,disease,C14
ATP1A3,0.544,0.615,0.48,1.0,1,C10,group,C10
ATP1A3,0.544,0.615,0.3,1.0,1,C10,disease,C10
ATP1A3,0.544,0.615,0.3,1.0,1,C14,phenotype,C14
ATP1A3,0.544,0.615,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP1A3,0.544,0.615,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP1A3,0.544,0.615,0.4,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP1A3,0.544,0.615,0.3,1.0,1,C10,disease,C10
ATP1A3,0.544,0.615,0.3,1.0,1,C10,disease,C10
ATP1A3,0.544,0.615,0.3,1.0,1,C10,disease,C10
ATP1A3,0.544,0.615,0.3,1.0,1,C10,disease,C10
ATP1A3,0.544,0.615,0.3,1.0,1,C10,disease,C10
ATP1A3,0.544,0.615,0.3,1.0,1,C10,disease,C10
ATP1A3,0.544,0.615,0.3,1.0,1,C10,disease,C10
ATP1A3,0.544,0.615,0.3,1.0,1,C14,disease,C14
ATP1A3,0.544,0.615,0.3,1.0,1,C14,phenotype,C14
ATP1A4,0.805,0.269,0.3,1.0,1,C08,disease,C08
ATP1B1,0.7,0.462,0.3,1.0,1,"C25,F03",group,"C25,F03"
ATP1B1,0.7,0.462,0.3,1.0,1,"C25,F03",phenotype,"C25,F03"
ATP1B1,0.7,0.462,0.3,1.0,1,"C25,F03",group,"C25,F03"
ATP1B1,0.7,0.462,0.3,1.0,1,C04,disease,C04
ATP1B1,0.7,0.462,0.3,1.0,1,C04,disease,C04
ATP1B1,0.7,0.462,0.3,1.0,1,"C25,F03",disease,"C25,F03"
ATP1B1,0.7,0.462,0.3,1.0,1,"C25,F03",disease,"C25,F03"
ATP1B1,0.7,0.462,0.3,1.0,1,"C25,F03",group,"C25,F03"
ATP1B1,0.7,0.462,0.31,1.0,0,C14,disease,C14
ATP1B1,0.7,0.462,0.3,1.0,1,"C25,F03",group,"C25,F03"
ATP1B1,0.7,0.462,0.3,1.0,1,"C25,F03",disease,"C25,F03"
ATP1B1,0.7,0.462,0.3,1.0,1,"C25,F03",group,"C25,F03"
ATP1B1,0.7,0.462,0.3,1.0,1,C04,disease,C04
ATP1B1,0.7,0.462,0.3,1.0,1,"C25,F03",phenotype,"C25,F03"
ATP1B2,0.705,0.308,0.32,1.0,1,C04,disease,C04
ATP1B2,0.705,0.308,0.3,1.0,1,C04,disease,C04
ATP1B2,0.705,0.308,0.4,1.0,1,"C06,C04",disease,"C06,C04"
ATP1B2,0.705,0.308,0.31,1.0,1,C04,disease,C04
FXYD2,0.78,0.346,0.3,1.0,1,C14,group,C14
FXYD2,0.78,0.346,0.3,1.0,1,"C23,C06",disease,"C23,C06"
FXYD2,0.78,0.346,0.3,1.0,1,C18,disease,C18
FXYD2,0.78,0.346,0.3,1.0,1,"C23,C16,C18,C13,C12",disease,"C23,C16,C18,C13,C12"
ATP2A1,0.682,0.423,0.3,1.0,1,C14,disease,C14
ATP2A1,0.682,0.423,0.3,1.0,1,C14,disease,C14
ATP2A1,0.682,0.423,0.3,1.0,1,C14,disease,C14
ATP2A1,0.682,0.423,0.3,1.0,1,C14,disease,C14
ATP2A1,0.682,0.423,0.3,1.0,1,C14,disease,C14
ATP2A1,0.682,0.423,0.3,1.0,1,C14,phenotype,C14
ATP2A2,0.529,0.808,0.3,1.0,1,"C18,C19",disease,"C18,C19"
ATP2A2,0.529,0.808,0.3,1.0,2,F01,disease,F01
ATP2A2,0.529,0.808,0.3,1.0,2,F03,disease,F03
ATP2A2,0.529,0.808,0.5,1.0,1,"C18,C19",disease,"C18,C19"
ATP2A2,0.529,0.808,0.51,1.0,1,"C18,C19",disease,"C18,C19"
ATP2A2,0.529,0.808,0.51,0.667,1,C14,group,C14
ATP2A2,0.529,0.808,0.5,1.0,1,"C23,C14",phenotype,"C23,C14"
ATP2A2,0.529,0.808,0.6,0.929,1,C14,disease,C14
ATP2A2,0.529,0.808,0.8,0.929,1,C14,disease,C14
ATP2A2,0.529,0.808,0.3,1.0,1,C14,disease,C14
ATP2A2,0.529,0.808,0.5,1.0,1,"C23,C14",phenotype,"C23,C14"
ATP2A2,0.529,0.808,0.43,1.0,1,F03,disease,F03
ATP2A2,0.529,0.808,0.3,1.0,1,"C23,C10",disease,"C23,C10"
ATP2A2,0.529,0.808,0.3,1.0,1,"C18,C19",disease,"C18,C19"
ATP2A2,0.529,0.808,0.3,1.0,1,"C23,C14",disease,"C23,C14"
ATP2A2,0.529,0.808,0.3,1.0,1,"C23,C14",disease,"C23,C14"
ATP2A2,0.529,0.808,0.3,1.0,1,C14,disease,C14
ATP2A2,0.529,0.808,0.3,1.0,1,C14,phenotype,C14
ATP2A2,0.529,0.808,0.3,,0,C14,disease,C14
ATP2A2,0.529,0.808,0.3,1.0,1,"C23,C10",disease,"C23,C10"
ATP2A2,0.529,0.808,0.3,1.0,1,"C23,C10",disease,"C23,C10"
ATP2A2,0.529,0.808,0.3,1.0,1,"C23,C14",disease,"C23,C14"
ATP2A2,0.529,0.808,0.3,1.0,1,"C23,C10",disease,"C23,C10"
ATP2A2,0.529,0.808,0.3,1.0,2,"C16,C17",disease,"C16,C17"
ATP2A2,0.529,0.808,0.32,1.0,2,F03,group,F03
ATP2A2,0.529,0.808,0.3,1.0,1,"C23,C10",disease,"C23,C10"
ATP2A2,0.529,0.808,0.3,1.0,1,"C23,C10",disease,"C23,C10"
ATP2A2,0.529,0.808,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP2A2,0.529,0.808,0.52,0.75,1,"C19,C14",disease,"C19,C14"
ATP2A2,0.529,0.808,0.3,1.0,1,"C23,C14",phenotype,"C23,C14"
ATP2A2,0.529,0.808,0.3,1.0,1,C14,disease,C14
ATP2A2,0.529,0.808,0.3,1.0,1,C14,phenotype,C14
ATP2A3,0.617,0.577,0.32,1.0,1,C04,group,C04
ATP2A3,0.617,0.577,0.3,1.0,1,"C18,C19",disease,"C18,C19"
ATP2A3,0.617,0.577,0.5,1.0,1,"C18,C19",disease,"C18,C19"
ATP2A3,0.617,0.577,0.32,1.0,1,"C18,C19",disease,"C18,C19"
ATP2A3,0.617,0.577,0.3,1.0,1,"C18,C19",disease,"C18,C19"
ATP2A3,0.617,0.577,0.3,1.0,1,C04,disease,C04
ATP2A3,0.617,0.577,0.3,1.0,1,C04,disease,C04
ATP2A3,0.617,0.577,0.3,1.0,1,C04,disease,C04
ATP2A3,0.617,0.577,0.3,1.0,1,C04,disease,C04
ATP2A3,0.617,0.577,0.3,1.0,1,C04,disease,C04
ATP2A3,0.617,0.577,0.3,1.0,1,C04,disease,C04
ATP2B1,0.666,0.5,0.31,1.0,1,C14,disease,C14
ATP2B1,0.666,0.5,0.7,0.966,1,C14,group,C14
ATP2B1,0.666,0.5,0.3,1.0,1,C11,disease,C11
ATP2B1,0.666,0.5,0.3,1.0,1,C11,disease,C11
ATP2B1,0.666,0.5,0.3,1.0,1,C11,phenotype,C11
ATP2B1,0.666,0.5,0.43,1.0,1,C14,disease,C14
ATP2B2,0.659,0.731,0.5,1.0,1,"C23,C10,C09",disease,"C23,C10"
ATP2B3,0.631,0.692,0.31,1.0,1,C04,group,C04
ATP2B3,0.631,0.692,0.31,1.0,1,C19,disease,C19
ATP2B3,0.631,0.692,0.31,1.0,1,C14,group,C14
ATP2B3,0.631,0.692,0.3,1.0,1,C04,disease,C04
ATP2B3,0.631,0.692,0.3,1.0,1,C04,disease,C04
ATP2B3,0.631,0.692,0.3,1.0,1,C04,disease,C04
ATP2B3,0.631,0.692,0.3,1.0,1,C04,disease,C04
ATP2B3,0.631,0.692,0.3,1.0,1,C04,disease,C04
ATP2B3,0.631,0.692,0.3,1.0,1,C04,disease,C04
ATP2B3,0.631,0.692,0.31,1.0,1,C19,disease,C19
ATP5F1A,0.604,0.731,0.54,1.0,1,"C10,F03",disease,"C10,F03"
ATP5F1A,0.604,0.731,0.3,1.0,1,"C10,F03",disease,"C10,F03"
ATP5F1A,0.604,0.731,0.3,1.0,1,"C10,F03",disease,"C10,F03"
ATP5F1A,0.604,0.731,0.3,1.0,1,"C23,C01",phenotype,"C23,C01"
ATP5F1A,0.604,0.731,0.3,1.0,1,"C10,F03",disease,"C10,F03"
ATP5F1A,0.604,0.731,0.3,1.0,1,"C10,F03",disease,"C10,F03"
ATP5F1A,0.604,0.731,0.3,1.0,1,"C10,F03",disease,"C10,F03"
ATP5F1A,0.604,0.731,0.3,1.0,1,"C10,F03",disease,"C10,F03"
ALDH7A1,0.551,0.769,0.3,1.0,1,C05,group,C05
ALDH7A1,0.551,0.769,0.3,1.0,1,"C16,C11",disease,"C16,C11"
ALDH7A1,0.551,0.769,0.3,1.0,1,"C06,C04",disease,"C06,C04"
ALDH7A1,0.551,0.769,0.3,1.0,1,"C06,C04",group,"C06,C04"
ALDH7A1,0.551,0.769,0.3,1.0,1,C23,phenotype,C23
ALDH7A1,0.551,0.769,0.3,1.0,1,"C06,C04",disease,"C06,C04"
ALDH7A1,0.551,0.769,0.3,1.0,1,"C16,C11",disease,"C16,C11"
ATP5F1B,0.626,0.654,0.3,1.0,1,C23,phenotype,C23
ATP5F1B,0.626,0.654,0.3,1.0,1,C23,phenotype,C23
ATP5F1B,0.626,0.654,0.5,1.0,1,"C13,C12",disease,"C13,C12"
ATP5F1B,0.626,0.654,0.3,1.0,1,C04,group,C04
ATP5F1B,0.626,0.654,0.3,1.0,1,C23,phenotype,C23
ATP5F1B,0.626,0.654,0.3,1.0,1,C04,disease,C04
ATP5F1B,0.626,0.654,0.3,1.0,1,C23,phenotype,C23
ATP5F1B,0.626,0.654,0.5,1.0,1,"C13,C12",disease,"C13,C12"
ATP5F1B,0.626,0.654,0.3,1.0,1,"C16,C10",disease,"C16,C10"
ATP5F1B,0.626,0.654,0.5,1.0,1,"C13,C12",disease,"C13,C12"
ATP5F1D,0.674,0.5,0.3,1.0,1,"C04,C13,C12",disease,"C04,C13,C12"
ATP5F1D,0.674,0.5,0.3,1.0,1,"C04,C13,C12",disease,"C04,C13,C12"
ATP5PF,0.716,0.538,0.3,1.0,1,C14,group,C14
ATP6V1B1,0.695,0.346,0.3,,0,"C13,C12",disease,"C13,C12"
ATP6V1B1,0.695,0.346,0.3,,0,"C13,C12",disease,"C13,C12"
ATP6V1B1,0.695,0.346,0.3,1.0,1,"C23,C10,C09",phenotype,"C23,C10"
ATP6V1B1,0.695,0.346,0.4,1.0,0,"C16,C18,C13,C12",disease,"C16,C18,C13,C12"
ATP6V1B1,0.695,0.346,0.3,1.0,2,"C23,C16,C18,C13,C12,C10,C09",phenotype,"C23,C16,C18,C13,C12,C10"
ATP6V1B2,0.606,0.577,0.31,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATP6V1B2,0.606,0.577,0.3,1.0,1,C05,disease,C05
ATP6V1B2,0.606,0.577,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATP6V1B2,0.606,0.577,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATP6V1B2,0.606,0.577,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATP6V1B2,0.606,0.577,0.3,1.0,1,C05,disease,C05
ATP6V1B2,0.606,0.577,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATP6V1B2,0.606,0.577,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATP6V1B2,0.606,0.577,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATP6AP1,0.691,0.577,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATP6AP1,0.691,0.577,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATP6AP1,0.691,0.577,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATP6AP1,0.691,0.577,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATP6AP1,0.691,0.577,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATP6AP1,0.691,0.577,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATP6AP1,0.691,0.577,0.3,1.0,1,"C04,C20,C15",disease,"C04,C20,C15"
ATP7A,0.494,0.769,0.3,1.0,1,C15,disease,C15
ATP7A,0.494,0.769,0.3,1.0,2,"C14,C26",disease,C14
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.31,1.0,1,"C06,C04",disease,"C06,C04"
ATP7A,0.494,0.769,0.3,1.0,1,"C06,C04",group,"C06,C04"
ATP7A,0.494,0.769,0.4,1.0,1,"C16,C17",disease,"C16,C17"
ATP7A,0.494,0.769,0.3,1.0,1,C23,group,C23
ATP7A,0.494,0.769,0.3,1.0,1,C23,phenotype,C23
ATP7A,0.494,0.769,0.3,1.0,1,C06,disease,C06
ATP7A,0.494,0.769,0.3,1.0,1,"C06,C04",disease,"C06,C04"
ATP7A,0.494,0.769,0.3,1.0,1,"C06,C04",disease,"C06,C04"
ATP7A,0.494,0.769,0.3,1.0,1,C08,phenotype,C08
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",disease,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C06,C04",phenotype,"C06,C04"
ATP7A,0.494,0.769,0.3,,0,"C10,C14",disease,"C10,C14"
ATP7A,0.494,0.769,0.3,1.0,2,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.4,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C06,C04",disease,"C06,C04"
ATP7A,0.494,0.769,0.3,1.0,1,C06,disease,C06
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",disease,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",disease,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",disease,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.32,1.0,2,"C23,C10",group,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,C23,disease,C23
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",disease,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",disease,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,C23,disease,C23
ATP7A,0.494,0.769,0.3,1.0,2,"C23,C10",group,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",disease,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,C06,disease,C06
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,2,"C23,C10",group,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,C06,disease,C06
ATP7A,0.494,0.769,0.3,1.0,1,C10,disease,C10
ATP7A,0.494,0.769,0.5,1.0,2,"C14,C26",disease,C14
ATP7A,0.494,0.769,0.3,1.0,2,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",disease,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",disease,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,2,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,2,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,C23,disease,C23
ATP7A,0.494,0.769,0.3,1.0,1,C23,phenotype,C23
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
ATP7A,0.494,0.769,0.3,1.0,1,"C23,C10",phenotype,"C23,C10"
